data:983.58,984.46,250.00,242.49
data:983.58,984.30,250.00,243.86
data:983.56,984.30,250.17,243.86
data:983.54,984.34,250.34,243.52
data:983.55,984.34,250.26,243.52
data:983.53,984.34,250.42,243.52
data:983.51,984.30,250.60,243.86
data:983.51,984.30,250.60,243.86
data:983.52,984.27,250.51,244.11
data:983.51,984.25,250.60,244.29
data:983.52,984.25,250.51,244.29
data:983.51,984.36,250.60,243.35
data:983.52,984.36,250.51,243.35
data:983.53,984.30,250.42,243.86
data:983.51,984.30,250.60,243.86
data:983.52,984.30,250.51,243.86
data:983.52,984.25,250.51,244.29
data:983.52,984.25,250.51,244.29
data:983.52,984.36,250.51,243.35
data:983.52,984.28,250.51,244.03
data:983.51,984.28,250.60,244.03
data:983.51,984.32,250.60,243.69
data:983.52,984.32,250.51,243.69
data:983.52,984.26,250.51,244.20
data:983.50,984.29,250.68,243.95
data:983.53,984.29,250.42,243.95
data:983.51,984.29,250.60,243.95
data:983.51,984.29,250.60,243.95
data:983.51,984.26,250.60,244.20
data:983.49,984.21,250.76,244.63
data:983.52,984.21,250.51,244.63
data:983.50,984.29,250.68,243.95
data:983.53,984.29,250.42,243.95
data:983.51,984.35,250.60,243.43
data:983.52,984.40,250.51,243.01
data:983.52,984.40,250.51,243.01
data:983.52,984.32,250.51,243.69
data:983.51,984.35,250.60,243.43
data:983.54,984.35,250.34,243.43
data:983.52,984.32,250.51,243.69
data:983.52,984.32,250.51,243.69
data:983.50,984.32,250.68,243.69
data:983.53,984.34,250.42,243.52
data:983.53,984.34,250.42,243.52
data:983.51,984.32,250.60,243.69
data:983.52,984.32,250.51,243.69
data:983.53,984.34,250.42,243.52
data:983.54,984.34,250.34,243.52
data:983.52,984.34,250.51,243.52
data:983.55,984.25,250.26,244.29
data:983.52,984.25,250.51,244.29
data:983.54,984.36,250.34,243.35
data:983.54,984.30,250.34,243.86
data:983.53,984.30,250.42,243.86
data:983.53,984.35,250.42,243.43
data:983.53,984.35,250.42,243.43
